File No.,Parameter,Computed,Ground Truth
72290303131,Sea Level Pressure,29.907469717362,29.91
72290303131,Sea Level Pressure,29.9008602150538,29.9
72290303131,Sea Level Pressure,29.933347222222142,29.93
72290303131,Sea Level Pressure,29.89757085020235,29.9
72290303131,Sea Level Pressure,30.00670833333333,30.01
72290303131,Sea Level Pressure,30.05141129032254,30.05
72290303131,Station Pressure,29.59888682745831,29.62
72290303131,Station Pressure,29.602087912087963,29.62
72290303131,Station Pressure,29.582232472324865,29.59
72290303131,Station Pressure,29.53544897959189,29.54
72290303131,Station Pressure,29.51926073926096,29.52
72290303131,Station Pressure,29.502730030333723,29.49
72290303131,Station Pressure,29.469008714597084,29.46
72290303131,Station Pressure,29.45824489795926,29.46
72290303131,Station Pressure,29.49294363256799,29.49
72290303131,Station Pressure,29.44972631578954,29.45
72290303131,Station Pressure,29.552074159907374,29.56
72290303131,Station Pressure,29.601387225548866,29.6
72439093822,Sea Level Pressure,30.04209589041093,30.04
72439093822,Sea Level Pressure,30.04046268656721,30.03
72439093822,Sea Level Pressure,30.038198924731184,30.04
72439093822,Sea Level Pressure,29.972027777777768,29.97
72439093822,Sea Level Pressure,30.012298387096777,30.01
72439093822,Sea Level Pressure,29.87029207232265,29.87
72439093822,Sea Level Pressure,29.932513440860152,29.93
72439093822,Sea Level Pressure,29.955389784946185,29.95
72439093822,Sea Level Pressure,30.036138888888868,30.04
72439093822,Sea Level Pressure,30.00255376344085,30.0
72439093822,Sea Level Pressure,30.12504166666664,30.12
72439093822,Station Pressure,29.3465248226951,29.36
72439093822,Station Pressure,29.33387626262623,29.36
72439093822,Station Pressure,29.33081818181816,29.36
72439093822,Station Pressure,29.290734744707315,29.31
72439093822,Station Pressure,29.361952535059377,29.36
72439093822,Station Pressure,29.22475429975432,29.23
72439093822,Station Pressure,29.277903885480605,29.29
72439093822,Station Pressure,29.293867403314884,29.31
72439093822,Station Pressure,29.38422550052679,29.39
72439093822,Station Pressure,29.33761755485895,29.34
72439093822,Station Pressure,29.431908763505408,29.45
72528704724,Sea Level Pressure,30.01272237196769,30.0
72528704724,Sea Level Pressure,30.02683035714287,30.02
72528704724,Sea Level Pressure,30.033400537634385,30.02
72528704724,Sea Level Pressure,29.98841666666664,29.99
72528704724,Sea Level Pressure,30.046922043010767,30.04
72528704724,Sea Level Pressure,29.859306518723965,29.86
72528704724,Sea Level Pressure,29.89208333333337,29.89
72528704724,Sea Level Pressure,29.91793010752684,29.91
72528704724,Sea Level Pressure,30.08327777777784,30.08
72528704724,Sea Level Pressure,29.95064516129032,29.95
72528704724,Sea Level Pressure,30.095430555555545,30.09
72528704724,Station Pressure,29.30273013375293,29.34
72528704724,Station Pressure,29.323309203722857,29.35
72528704724,Station Pressure,29.2910396039604,29.36
72528704724,Station Pressure,29.286515311510065,29.34
72528704724,Station Pressure,29.36198614318707,29.4
72528704724,Station Pressure,29.21648925281479,29.23
72528704724,Station Pressure,29.26850232558144,29.28
72528704724,Station Pressure,29.266116116116123,29.29
72528704724,Station Pressure,29.44188141391096,29.45
72528704724,Station Pressure,29.31028662420385,29.31
72528704724,Station Pressure,29.41115301724141,29.43
72616354770,Sea Level Pressure,29.96740591397853,29.96
72616354770,Sea Level Pressure,30.02068452380956,30.02
72616354770,Sea Level Pressure,29.95745967741932,29.96
72616354770,Sea Level Pressure,30.038902777777825,30.03
72616354770,Sea Level Pressure,30.018696236559144,30.0
72616354770,Sea Level Pressure,29.88622222222228,29.88
72616354770,Sea Level Pressure,29.93869623655911,29.94
72616354770,Sea Level Pressure,29.94760752688176,29.94
72616354770,Sea Level Pressure,30.100513888888887,30.1
72616354770,Sea Level Pressure,29.951841397849496,29.95
72616354770,Sea Level Pressure,30.098055555555565,30.09
72616354770,Sea Level Pressure,30.100471698113186,30.08
72616354770,Station Pressure,28.77563599458733,28.8
72616354770,Station Pressure,28.81609251968501,28.85
72616354770,Station Pressure,28.76056669572798,28.8
72616354770,Station Pressure,28.86077075098812,28.9
72616354770,Station Pressure,28.836465517241365,28.89
72616354770,Station Pressure,28.76593934911252,28.77
72616354770,Station Pressure,28.81475247524752,28.83
72616354770,Station Pressure,28.81537660256411,28.84
72616354770,Station Pressure,28.97660000000005,28.97
72616354770,Station Pressure,28.796239999999987,28.82
72616354770,Station Pressure,28.9099352750809,28.94
72616354770,Station Pressure,28.903745261561763,28.94
72653994056,Sea Level Pressure,30.066671511627906,30.07
72653994056,Sea Level Pressure,29.983758865248227,29.97
72653994056,Sea Level Pressure,30.10507086614172,30.12
72653994056,Sea Level Pressure,29.984552023121417,29.99
72653994056,Sea Level Pressure,29.96585434173668,29.96
72653994056,Sea Level Pressure,29.88709815078239,29.89
72653994056,Sea Level Pressure,29.9637,29.96
72653994056,Sea Level Pressure,29.963832417582395,29.96
72653994056,Sea Level Pressure,29.961177325581406,29.96
72653994056,Sea Level Pressure,30.05330246913576,30.04
72653994056,Sea Level Pressure,30.063201376936345,30.06
72653994056,Sea Level Pressure,30.07675507020282,30.09
72653994056,Station Pressure,27.262264416315087,27.26
72653994056,Station Pressure,27.195259631490806,27.2
72653994056,Station Pressure,27.29355457227141,27.29
72653994056,Station Pressure,27.24185552407928,27.24
72653994056,Station Pressure,27.289482288828303,27.29
72653994056,Station Pressure,27.238938547486075,27.24
72653994056,Station Pressure,27.313029045643137,27.32
72653994056,Station Pressure,27.311405405405424,27.31
72653994056,Station Pressure,27.2896852646638,27.29
72653994056,Station Pressure,27.327718518518505,27.32
72653994056,Station Pressure,27.30646302250808,27.29
72653994056,Station Pressure,27.302507418397614,27.3
72793724222,Sea Level Pressure,30.02591397849462,30.04
72793724222,Sea Level Pressure,30.016989567809244,30.02
72793724222,Sea Level Pressure,29.91580862533696,29.91
72793724222,Sea Level Pressure,30.03019444444441,30.03
72793724222,Sea Level Pressure,30.02061827956988,30.02
72793724222,Sea Level Pressure,30.047902777777804,30.05
72793724222,Sea Level Pressure,30.066680107526903,30.07
72793724222,Sea Level Pressure,30.03579301075268,30.04
72793724222,Sea Level Pressure,30.012825484764605,30.01
72793724222,Sea Level Pressure,30.05134408602146,30.05
72793724222,Sea Level Pressure,30.08670833333332,30.08
72793724222,Sea Level Pressure,30.00840053763439,30.01
72793724222,Station Pressure,29.43234703196348,29.36
72793724222,Station Pressure,29.31587475149107,29.36
72793724222,Station Pressure,29.244214559386982,29.26
72793724222,Station Pressure,29.362036156041896,29.37
72793724222,Station Pressure,29.366843687374708,29.37
72793724222,Station Pressure,29.400893617021307,29.39
72793724222,Station Pressure,29.4252712264151,29.41
72793724222,Station Pressure,29.39865621500569,29.39
72793724222,Station Pressure,29.36931289640592,29.36
72793724222,Station Pressure,29.392081784386622,29.39
72793724222,Station Pressure,29.40613871635612,29.42
72793724222,Station Pressure,29.336926163723945,29.35
74702023110,Sea Level Pressure,30.08311050477489,30.08
74702023110,Sea Level Pressure,30.09292974588939,30.09
74702023110,Sea Level Pressure,30.03570659488561,30.04
74702023110,Sea Level Pressure,30.022461752433937,30.02
74702023110,Sea Level Pressure,29.89179365079362,29.89
74702023110,Sea Level Pressure,29.87584745762707,29.89
74702023110,Sea Level Pressure,29.8653846153846,29.87
74702023110,Sea Level Pressure,29.873727891156435,29.87
74702023110,Sea Level Pressure,29.89898058252432,29.9
74702023110,Sea Level Pressure,29.95644092219022,29.96
74702023110,Sea Level Pressure,30.072611731843548,30.07
74702023110,Sea Level Pressure,30.122975206611542,30.13
74702023110,Station Pressure,29.79738125802308,29.83
74702023110,Station Pressure,29.840013531799755,29.83
74702023110,Station Pressure,29.77297794117645,29.78
74702023110,Station Pressure,29.767333333333365,29.77
74702023110,Station Pressure,29.64688449848018,29.65
74702023110,Station Pressure,29.63211901306241,29.65
74702023110,Station Pressure,29.62307277628025,29.62
74702023110,Station Pressure,29.631261872455863,29.62
74702023110,Station Pressure,29.657507739938115,29.65
74702023110,Station Pressure,29.70103967168265,29.7
74702023110,Station Pressure,29.824899057873463,29.82
74702023110,Station Pressure,29.86408500590319,29.87
